Title,Fuel,Km,Price(L)
2017  Maruti Suzuki Celerio VXi (O) [2017-2019],Petrol,28198,4.64
2017  Maruti Suzuki Celerio VXi (O) [2017-2019],Petrol,36460,4.81
2017  Maruti Suzuki Celerio VXi [2017-2019],Petrol,22457,4.65
2017  Maruti Suzuki Celerio VXi AMT,Petrol,80214,4.68
2017  Maruti Suzuki Celerio VXi AMT [2017-2019],Petrol,41953,4.63
2017  Maruti Suzuki Celerio VXi AMT [2017-2019],Petrol,80306,4.63
2017  Maruti Suzuki Celerio VXi CNG [2017-2019],CNG,24404,4.86
2017  Maruti Suzuki Celerio VXi CNG [2017-2019],CNG,76388,4.79
2017  Maruti Suzuki Celerio X Vxi [2017-2019],Petrol,39776,3.92
2017  Maruti Suzuki Celerio X Vxi [2017-2019],Petrol,40735,4.41
2017  Maruti Suzuki Celerio X Vxi AMT [2017-2019],Petrol,50000,4.34
2017  Maruti Suzuki Celerio X Vxi AMT [2017-2019],Petrol,51000,4.25
2017  Maruti Suzuki Celerio X Vxi AMT [2017-2019],Petrol,50000,4.34
2017  Maruti Suzuki Celerio X Zxi (O) AMT [2017-2019],Petrol,37500,4.3
2017  Maruti Suzuki Celerio X Zxi (O) AMT [2017-2019],Petrol,55000,5
2017  Maruti Suzuki Celerio X ZXi AMT,Petrol,44000,4.38
2017  Maruti Suzuki Celerio ZXi (O) AMT [2017-2019],Petrol,22500,4.5
2017  Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],Petrol,38413,4.9
2017  Maruti Suzuki Celerio ZXi (Opt) [2017-2019],Petrol,17000,5.85
2017  Maruti Suzuki Celerio ZXi (Opt) [2017-2019],Petrol,97625,4.55
2017  Maruti Suzuki Celerio ZXi (Opt) [2017-2019],Petrol,97715,4.43
2017  Maruti Suzuki Celerio ZXi [2017-2019],Petrol,34251,4.56
2017  Maruti Suzuki Celerio ZXi [2017-2019],Petrol,33899,4.58
2017  Maruti Suzuki Ciaz Alpha 1.3 Hybrid,Diesel,59356,6.86
2017  Maruti Suzuki Ciaz Alpha 1.3 Hybrid,Diesel,71524,7.94
2017  Maruti Suzuki Ciaz Alpha 1.3 Hybrid,Diesel,71650,7.81
2017  Maruti Suzuki Ciaz Alpha 1.3 Hybrid,Diesel,65000,7.35
2017  Maruti Suzuki Ciaz Alpha 1.4 AT,Petrol,46993,7.95
2017  Maruti Suzuki Ciaz Alpha 1.4 AT,Petrol,46993,7.5
2017  Maruti Suzuki Ciaz Alpha 1.4 AT,Petrol,80654,7.57
2017  Maruti Suzuki Ciaz Alpha 1.4 AT,Petrol,46993,7.5
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,54211,7.71
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,52604,7.12
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,33426,7.5
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,26321,7.75
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,78340,6.6
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,62248,7.79
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,40875,8.25
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,37921,7.38
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,24239,6.96
2017  Maruti Suzuki Ciaz Alpha 1.4 MT,Petrol,24261,7.16
2017  Maruti Suzuki Ciaz Delta 1.3 Hybrid,Diesel,45965,7.7
2017  Maruti Suzuki Ciaz Delta 1.3 Hybrid,Diesel,55420,5.87
2017  Maruti Suzuki Ciaz Delta 1.4 AT,Petrol,36485,8.5
2017  Maruti Suzuki Ciaz Delta 1.4 AT,Petrol,36485,8.5
2017  Maruti Suzuki Ciaz Delta 1.4 AT,Petrol,52800,7.99
2017  Maruti Suzuki Ciaz Delta 1.4 AT,Petrol,47000,7.11
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,42141,7.25
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,28947,7.49
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,40708,6.43
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,31340,5.65
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,28947,7.49
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,40472,6.42
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,62346,5.77
2017  Maruti Suzuki Ciaz Delta 1.4 MT,Petrol,33392,6.91
2017  Maruti Suzuki Ciaz S 1.3 Hybrid,Diesel,31228,8.94
2017  Maruti Suzuki Ciaz S 1.4 MT,Petrol,55049,7.82
2017  Maruti Suzuki Ciaz S 1.4 MT,Petrol,22212,7.9
2017  Maruti Suzuki Ciaz S 1.4 MT,Petrol,33786,6.63
2017  Maruti Suzuki Ciaz Sigma 1.3 Hybrid,Diesel,10471,7.06
2017  Maruti Suzuki Ciaz Sigma 1.3 Hybrid,Diesel,62200,6.75
2017  Maruti Suzuki Ciaz Sigma 1.4 MT,Petrol,75137,6.32
2017  Maruti Suzuki Ciaz Sigma 1.4 MT,Petrol,65702,6.87
2017  Maruti Suzuki Ciaz Sigma 1.4 MT,Petrol,40572,7.7
2017  Maruti Suzuki Ciaz Sigma 1.4 MT,Petrol,66914,7.1
2017  Maruti Suzuki Ciaz Sigma 1.4 MT,Petrol,43152,7.39
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,72694,6.1
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,97597,7.17
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,97597,7.11
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,99000,7
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,30962,7.95
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,71364,6.8
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,59400,7.25
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,72694,6.1
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,97955,6.99
2017  Maruti Suzuki Ciaz VDi+ SHVS,Diesel,99000,7
2017  Maruti Suzuki Ciaz VXi,Petrol,24239,7.28
2017  Maruti Suzuki Ciaz VXi+,Petrol,67826,7.2
2017  Maruti Suzuki Ciaz VXi+,Petrol,27620,7.38
2017  Maruti Suzuki Ciaz VXi+,Petrol,63064,6.03
2017  Maruti Suzuki Ciaz ZDi+ SHVS,Diesel,72694,6.1
2017  Maruti Suzuki Ciaz ZDi+ SHVS,Diesel,118000,6.5
2017  Maruti Suzuki Ciaz ZDi SHVS,Diesel,41843,6.95
2017  Maruti Suzuki Ciaz Zeta 1.3 Hybrid,Diesel,93000,7.75
2017  Maruti Suzuki Ciaz Zeta 1.4 AT,Petrol,43680,7.15
2017  Maruti Suzuki Ciaz Zeta 1.4 AT,Petrol,20000,7.85
2017  Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,58871,6.52
2017  Maruti Suzuki Ciaz ZXi,Petrol,31263,8.25
2017  Maruti Suzuki Ciaz ZXi AT,Petrol,34000,6.95
2017  Maruti Suzuki Dzire VDi,Diesel,48841,5.76
2017  Maruti Suzuki Dzire VDi,Diesel,48841,5.76
2017  Maruti Suzuki Dzire VDi,Diesel,48905,6.48
2017  Maruti Suzuki Dzire VDi,Diesel,48857,6.64
2017  Maruti Suzuki Dzire VDi AMT,Diesel,48315,5.81
2017  Maruti Suzuki Dzire VDi AMT,Diesel,83468,7.8
2017  Maruti Suzuki Dzire VXi,Petrol,54000,6.7
2017  Maruti Suzuki Dzire VXi,Petrol,38454,6.06
2017  Maruti Suzuki Dzire VXi AMT,Petrol,39937,6.7
2017  Maruti Suzuki Dzire VXi AMT,Petrol,49530,7.25
2017  Maruti Suzuki Dzire VXi AMT,Petrol,65434,6.45
2017  Maruti Suzuki Dzire VXi AMT,Petrol,64368,5.93
2017  Maruti Suzuki Dzire VXi AMT,Petrol,32005,6.78
2017  Maruti Suzuki Dzire VXi AMT,Petrol,32005,6.78
2017  Maruti Suzuki Dzire ZDi AMT,Diesel,42351,7.73
2017  Maruti Suzuki Dzire ZDi Plus AMT,Diesel,69468,7.39
2017  Maruti Suzuki Dzire ZXi,Petrol,21193,7.25
2017  Maruti Suzuki Dzire ZXi,Petrol,39313,7.38
2017  Maruti Suzuki Dzire ZXi AMT,Petrol,21193,6.99
2017  Maruti Suzuki Dzire ZXi Plus AMT,Petrol,38086,6.81
2017  Maruti Suzuki Dzire ZXi Plus AMT,Petrol,38086,6.81
2017  Maruti Suzuki Eeco 5 STR [2014-2019],Petrol,44801,3.57
2017  Maruti Suzuki Eeco 5 STR [2014-2019],Petrol,44801,3.57
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,28980,3.85
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,32562,3.96
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,42905,3.96
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,42796,4.23
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,28863,4.02
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,64000,4.15
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,40904,4.23
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,39482,4.2
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,21246,4.42
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,21246,4.42
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,58040,4.2
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,40720,4.44
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,16936,4.41
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,30522,3.87
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,58128,3.96
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,11223,3.65
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,30672,3.82
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,40733,4.25
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,16936,4.24
2017  Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],CNG,48000,4.75
2017  Maruti Suzuki Ertiga VXI,Petrol,38340,7.62
2017  Maruti Suzuki Ertiga VXI,Petrol,45000,6.2
2017  Maruti Suzuki Ertiga VXI,Petrol,53056,6.64
2017  Maruti Suzuki Ertiga VXI,Petrol,38340,7.62
2017  Maruti Suzuki Ertiga VXI,Petrol,45000,6.2
2017  Maruti Suzuki Ertiga VXI,Petrol,53056,6.64
2017  Maruti Suzuki Ertiga VXI AT,Petrol,17500,8.7
2017  Maruti Suzuki Ertiga VXI AT,Petrol,17500,8.7
2017  Maruti Suzuki Ertiga VXI CNG,CNG,106550,8
2017  Maruti Suzuki Ertiga VXI CNG,CNG,17419,8.35
2017  Maruti Suzuki Ertiga VXI CNG,CNG,57000,7.9
2017  Maruti Suzuki Ertiga VXI CNG,CNG,106550,8
2017  Maruti Suzuki Ertiga VXI CNG,CNG,17419,8.35
2017  Maruti Suzuki Ertiga VXI CNG,CNG,57000,7.9
2017  Maruti Suzuki Ertiga ZDI + SHVS,Diesel,66854,9.45
2017  Maruti Suzuki Ertiga ZDI + SHVS,Diesel,66854,9.45
2017  Maruti Suzuki Ertiga ZXI+,Petrol,36000,7.35
2017  Maruti Suzuki Ertiga ZXI+,Petrol,36000,7.35
2017  Maruti Suzuki Grand Vitara 2.0 AT,Petrol,48500,8
2017  Maruti Suzuki Grand Vitara 2.0 AT,Petrol,48500,8
2017  Maruti Suzuki Ignis Alpha 1.2 MT,Petrol,48951,4.74
2017  Maruti Suzuki Ignis Alpha 1.2 MT,Petrol,38123,5.6
2017  Maruti Suzuki Ignis Alpha 1.2 MT,Petrol,102990,5.67
2017  Maruti Suzuki Ignis Alpha 1.2 MT,Petrol,32813,5.38
2017  Maruti Suzuki Ignis Alpha 1.2 MT,Petrol,56000,5.25
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,33166,4.59
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,23630,5.31
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,22795,4.95
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,43319,4.79
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,37431,5.04
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,8437,5.92
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,11699,5.04
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,9228,5.28
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,9228,5.61
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,9228,5.47
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,6251,5.24
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,21448,5.57
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,6251,5.24
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,95128,4.81
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,6511,5.19
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,21448,5.09
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,31129,4.92
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,11853,4.92
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,6251,5.49
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,9228,5.4
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,60126,4.49
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,86522,4.45
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,6251,5.25
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,36000,5.6
2017  Maruti Suzuki Ignis Delta 1.2 AMT,Petrol,80000,4.9
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,30186,5.79
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,22721,5
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,86334,4.66
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,11326,5.31
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,30984,5.28
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,30984,5.01
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,11326,5.18
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,9228,5.28
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,11326,5.31
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,6251,5.49
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,62020,5.62
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,60000,4.68
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,86334,4.66
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,60000,4.68
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,60000,4.78
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,86334,5.03
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,15928,4.44
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,15928,5.02
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,95128,4.64
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,15928,5.02
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,32813,5.53
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,73000,4.5
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,58296,4.96
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,23823,4.62
2017  Maruti Suzuki Ignis Delta 1.2 MT,Petrol,43000,4.9
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31283,4.11
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,21448,5.58
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.37
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.37
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,8225,4.32
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.59
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,68000,4.15
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.98
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.36
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,31221,4.59
2017  Maruti Suzuki Ignis Sigma 1.2 MT,Petrol,37000,5
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,39000,6.25
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,22272,6.45
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,40879,5.29
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,60425,5.67
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,61661,6.32
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,24902,5.93
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,30030,5.81
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,25026,5.88
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,61608,6.37
2017  Maruti Suzuki Ignis Zeta 1.2 AMT,Petrol,20001,4.92
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,67913,5.21
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,67913,5.21
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,57238,5.38
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,52551,5.44
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,57319,5.31
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,57469,5.19
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,67757,5.26
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,35361,5.24
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,42857,5
2017  Maruti Suzuki Ignis Zeta 1.2 MT,Petrol,42927,4.17
2017  Maruti Suzuki Ignis Zeta 1.3 AMT Diesel [2017-2018],Diesel,90000,5.95
2017  Maruti Suzuki Ignis Zeta 1.3 Diesel [2017-2018],Diesel,86837,5.75
2017  Maruti Suzuki Ignis Zeta 1.3 Diesel [2017-2018],Diesel,62020,5.35
2017  Maruti Suzuki Omni 5 STR BS-II,Petrol,127833,2.1
2017  Maruti Suzuki Omni 5 STR BS-II,Petrol,38000,2.25
2017  Maruti Suzuki Omni 5 STR BS-III,Petrol,100000,2.2
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,17362,1.99
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,18610,2.75
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,115000,3.4
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,33635,2.67
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,60000,2.9
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,32000,2.3
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,58000,3.4
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,81839,3
2017  Maruti Suzuki Omni 5 STR BS-IV,Petrol,52000,2.2
2017  Maruti Suzuki Omni 8-STR,Petrol,80000,2.2
2017  Maruti Suzuki Omni 8-STR,Petrol,23754,1.8
2017  Maruti Suzuki Omni 8-STR,Petrol,64000,2
2017  Maruti Suzuki Omni 8-STR,Petrol,197000,2.6
2017  Maruti Suzuki Omni 8 STR BS-II,Petrol,115786,2.5
2017  Maruti Suzuki Omni 8 STR BS-III,Petrol,87000,2.1
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,26682,2.4
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,27354,2.25
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,55000,3.45
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,68000,2.25
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,42365,2.45
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,42536,2.4
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,27354,2.25
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,59400,1.8
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,100000,2
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,59800,2
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,60000,3.2
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,125000,2.7
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,45000,2.7
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,28000,2.9
2017  Maruti Suzuki Omni E 8 STR BS-IV,Petrol,67000,3.15
2017  Maruti Suzuki Omni LPG BS-III,LPG,9531,2.91
2017  Maruti Suzuki Omni LPG BS-III,LPG,105000,3.41
2017  Maruti Suzuki S-Cross Alpha 1.3,Diesel,44289,7.65
2017  Maruti Suzuki S-Cross Alpha 1.3,Diesel,39643,7.34
2017  Maruti Suzuki S-Cross Alpha 1.6,Diesel,44289,7.55
2017  Maruti Suzuki S-Cross Alpha 1.6,Diesel,63000,7.4
2017  Maruti Suzuki S-Cross Delta 1.6,Diesel,74512,8.24
2017  Maruti Suzuki S-Cross Delta 1.6,Diesel,99683,6.45
2017  Maruti Suzuki S-Cross Delta 1.6,Diesel,53670,7.6
2017  Maruti Suzuki S-Cross Delta 1.6,Diesel,127482,5.4
2017  Maruti Suzuki S-Cross Delta 1.6,Diesel,37619,8.65
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,43300,6.9
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,88000,6.95
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,86500,6.62
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,86500,6.62
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,49703,6.74
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,73000,4.99
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,69000,6.8
2017  Maruti Suzuki S-Cross Sigma 1.3,Diesel,45000,8.75
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,50790,7.95
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,87087,7.25
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,69056,7.65
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,69511,7.9
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,34424,9.28
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,60067,8.11
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,63231,9.14
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,63231,9.14
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,90000,7.25
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,71000,7.25
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,62000,7.9
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,87087,7.25
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,70000,5.9
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,59371,7.94
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,24356,8.8
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,24356,8.71
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,59125,8.07
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,62575,5.66
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,51000,6.35
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,89462,5.61
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,56000,8.25
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,50790,7.95
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,59000,8.55
2017  Maruti Suzuki S-Cross Zeta 1.3,Diesel,83900,8.7
2017  Maruti Suzuki S-Cross Zeta 1.3 LE,Diesel,37310,6.96
2017  Maruti Suzuki S-Cross Zeta 1.3 LE,Diesel,32734,7.44
2017  Maruti Suzuki S-Cross Zeta 1.6,Diesel,75478,8.55
2017  Maruti Suzuki S-Cross Zeta 1.6,Diesel,75478,8.55
2017  Maruti Suzuki S-Cross Zeta 1.6,Diesel,24356,8.44
2017  Maruti Suzuki Swift Dzire LXI,Petrol,68228,6.25
2017  Maruti Suzuki Swift Dzire VDI,Diesel,72884,6.67
2017  Maruti Suzuki Swift Dzire VDI,Diesel,72884,6.72
2017  Maruti Suzuki Swift Dzire VDI,Diesel,72884,6.72
2017  Maruti Suzuki Swift Dzire VDI,Diesel,89798,6.68
2017  Maruti Suzuki Swift Dzire VDI,Diesel,78178,6.76
2017  Maruti Suzuki Swift Dzire VDI,Diesel,72884,6.67
2017  Maruti Suzuki Swift Dzire VXI,Petrol,92413,5.8
2017  Maruti Suzuki Swift Dzire VXI,Petrol,48926,6.48
2017  Maruti Suzuki Swift Dzire VXI,Petrol,22060,6.75
2017  Maruti Suzuki Swift Dzire VXI,Petrol,32288,6.41
2017  Maruti Suzuki Swift Dzire VXI,Petrol,41322,5.86
2017  Maruti Suzuki Swift Dzire VXI,Petrol,73162,5.86
2017  Maruti Suzuki Swift Dzire VXI,Petrol,13240,6.9
2017  Maruti Suzuki Swift Dzire VXI,Petrol,15228,6.8
2017  Maruti Suzuki Swift Dzire VXI,Petrol,35068,7.17
2017  Maruti Suzuki Swift Dzire VXI,Petrol,49609,5.4
2017  Maruti Suzuki Swift Dzire VXI,Petrol,58110,5.7
2017  Maruti Suzuki Swift Dzire VXI,Petrol,26370,6.29
2017  Maruti Suzuki Swift Dzire VXI,Petrol,58110,5.7
2017  Maruti Suzuki Swift Dzire VXI,Petrol,58023,6.35
2017  Maruti Suzuki Swift Dzire VXI,Petrol,92413,5.8
2017  Maruti Suzuki Swift Dzire VXI,Petrol,48926,6.48
2017  Maruti Suzuki Swift Dzire VXI,Petrol,22060,6.75
2017  Maruti Suzuki Swift Dzire VXI,Petrol,32288,6.41
2017  Maruti Suzuki Swift Dzire VXI,Petrol,73162,5.86
2017  Maruti Suzuki Swift Dzire VXI,Petrol,41322,5.86
2017  Maruti Suzuki Swift Dzire VXI,Petrol,13240,6.9
2017  Maruti Suzuki Swift Dzire VXI,Petrol,67710,6.71
2017  Maruti Suzuki Swift Dzire VXI,Petrol,15228,6.8
2017  Maruti Suzuki Swift Dzire VXI,Petrol,35068,7.17
2017  Maruti Suzuki Swift Dzire VXI,Petrol,38584,5.6
2017  Maruti Suzuki Swift Dzire VXI,Petrol,26370,6.29
2017  Maruti Suzuki Swift Dzire VXI,Petrol,26370,6.29
2017  Maruti Suzuki Swift Dzire VXI,Petrol,38584,5.6
2017  Maruti Suzuki Swift Dzire VXI,Petrol,58023,6.35
