Title,Fuel,Km,Price(L)
2017  Lexus ES 300h,Petrol,36000,39.5
2017  Lexus ES 300h,Petrol,59000,41
2017  Lexus RX Luxury,Petrol,16240,75
2017  Mahindra Bolero Camper,Diesel,90000,7.25
2017  Mahindra Bolero Camper DX,Diesel,78538,7.5
2017  Mahindra Bolero Power Plus SLE,Diesel,79990,6
2017  Mahindra Bolero Power Plus SLE,Diesel,100000,6.4
2017  Mahindra Bolero Power Plus SLE [2016-2019],Diesel,45090,5.71
2017  Mahindra Bolero Power Plus SLE [2016-2019],Diesel,69000,5.95
2017  Mahindra Bolero Power Plus SLE [2016-2019],Diesel,140000,4.95
2017  Mahindra Bolero Power Plus SLE [2016-2019],Diesel,62000,7.25
2017  Mahindra Bolero Power Plus SLE [2016-2019],Diesel,62000,5.75
2017  Mahindra Bolero Power Plus SLX [2016-2019],Diesel,233024,6.67
2017  Mahindra Bolero Power Plus SLX [2016-2019],Diesel,31000,7
2017  Mahindra Bolero Power Plus SLX [2016-2019],Diesel,73000,7
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,60000,6.49
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,83654,6.51
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,70000,8.5
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,93000,6.5
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,45000,7.5
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,65000,6.75
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,66000,7.5
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,73000,7.25
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,29280,6.83
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,80180,7.6
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,133703,5.76
2017  Mahindra Bolero Power Plus ZLX [2016-2019],Diesel,162510,6.24
2017  Mahindra Bolero SLE BS III,Diesel,60000,6.2
2017  Mahindra Bolero SLE BS III,Diesel,62000,6.5
2017  Mahindra Bolero SLE BS III,Diesel,71000,6.35
2017  Mahindra Bolero SLE BS IV,Diesel,105872,7.49
2017  Mahindra Bolero SLE BS IV,Diesel,28500,6.1
2017  Mahindra Bolero SLE BS IV,Diesel,72000,7.25
2017  Mahindra Bolero SLX 4WD,Diesel,56000,7.1
2017  Mahindra Bolero SLX BS IV,Diesel,38642,6.5
2017  Mahindra Bolero SLX BS IV,Diesel,55801,7.1
2017  Mahindra Bolero SLX BS IV,Diesel,44000,6.75
2017  Mahindra Bolero SLX BS IV,Diesel,100000,7.75
2017  Mahindra e2o PLUS P4,Electric,16089,5
2017  Mahindra e2o PLUS P6,Electric,13282,3.18
2017  Mahindra e2o PLUS P6,Electric,6962,3.84
2017  Mahindra e2o PLUS P6,Electric,25000,3.75
2017  Mahindra e2o PLUS P8,Electric,36000,5.15
2017  Mahindra KUV100 K2 6 STR,Petrol,65000,3.4
2017  Mahindra KUV100 K2 6 STR,Petrol,53000,3.45
2017  Mahindra KUV100 K2 6 STR,Petrol,56234,3.45
2017  Mahindra KUV100 K2 6 STR,Petrol,77674,3.7
2017  Mahindra KUV100 K2 6 STR,Petrol,37000,2.9
2017  Mahindra KUV100 K2 6 STR,Petrol,37000,2.9
2017  Mahindra KUV100 K2 6 STR,Petrol,49500,3.8
2017  Mahindra KUV100 K2 6 STR,Petrol,66922,3.5
2017  Mahindra KUV100 K2 D 6 STR,Diesel,55355,3.98
2017  Mahindra KUV100 K2 D 6 STR,Diesel,50000,4.25
2017  Mahindra KUV100 K2 D 6 STR,Diesel,27251,3.15
2017  Mahindra KUV100 K2 D 6 STR,Diesel,51200,4.11
2017  Mahindra KUV100 K2 D 6 STR,Diesel,70000,4
2017  Mahindra KUV100 K2 Plus D 6 STR,Diesel,49000,4.1
2017  Mahindra KUV100 K4 6 STR,Petrol,45506,4.22
2017  Mahindra KUV100 K4 6 STR,Petrol,45609,4.14
2017  Mahindra KUV100 K4 6 STR,Petrol,48413,4.64
2017  Mahindra KUV100 K4 6 STR,Petrol,45506,4.22
2017  Mahindra KUV100 K4 6 STR,Petrol,45506,4.22
2017  Mahindra KUV100 K4 6 STR,Petrol,48315,4.69
2017  Mahindra KUV100 K4 6 STR,Petrol,19000,5
2017  Mahindra KUV100 K4 6 STR,Petrol,62574,3.62
2017  Mahindra KUV100 K4 6 STR,Petrol,69000,3.79
2017  Mahindra KUV100 K4 6 STR,Petrol,91000,3.8
2017  Mahindra KUV100 K4 6 STR,Petrol,168000,3.8
2017  Mahindra KUV100 K4 D 6 STR,Diesel,18835,4.25
2017  Mahindra KUV100 K4 D 6 STR,Diesel,40182,4.29
2017  Mahindra KUV100 K4 D 6 STR,Diesel,83513,2.98
2017  Mahindra KUV100 K4 D 6 STR,Diesel,26419,2.88
2017  Mahindra KUV100 K4 D 6 STR,Diesel,51000,3.25
2017  Mahindra KUV100 K4 Plus 5 STR,Petrol,25000,5.2
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,37590,4.15
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,41000,3.95
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,42044,4.15
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,37000,4.3
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,50000,4.5
2017  Mahindra KUV100 K4 Plus 6 STR,Petrol,22500,4.75
2017  Mahindra KUV100 K4 Plus D 6 STR,Diesel,58000,4.75
2017  Mahindra KUV100 K4 Plus D 6 STR,Diesel,70840,3.69
2017  Mahindra KUV100 K6 6 STR,Petrol,44000,3.9
2017  Mahindra KUV100 K6 6 STR [2016-2017],Petrol,80000,4.25
2017  Mahindra KUV100 K6 6 STR [2016-2017],Petrol,29180,4.5
2017  Mahindra KUV100 K6 6 STR [2016-2017],Petrol,27000,3.5
2017  Mahindra KUV100 K6 6 STR [2016-2017],Petrol,32000,4.5
2017  Mahindra KUV100 K6 6 STR [2016-2017],Petrol,50000,3
2017  Mahindra KUV100 K6 D 6 STR,Diesel,28443,3.55
2017  Mahindra KUV100 K6 Plus 6 STR,Petrol,34000,4.25
2017  Mahindra KUV100 K6 Plus 6 STR,Petrol,34000,4.4
2017  Mahindra KUV100 K8 5 STR,Petrol,40000,4.67
2017  Mahindra KUV100 K8 5 STR,Petrol,40000,4
2017  Mahindra KUV100 K8 6 STR,Petrol,18000,4.7
2017  Mahindra KUV100 K8 6 STR,Petrol,28443,3.09
2017  Mahindra KUV100 K8 6 STR,Petrol,47900,5.61
2017  Mahindra KUV100 K8 6 STR,Petrol,25000,5
2017  Mahindra KUV100 K8 6 STR Dual Tone,Petrol,95000,4.7
2017  Mahindra KUV100 K8 6 STR Dual Tone,Petrol,51350,5.89
2017  Mahindra KUV100 K8 6 STR Dual Tone,Petrol,35500,4.9
2017  Mahindra KUV100 K8 6 STR Dual Tone,Petrol,32000,5
2017  Mahindra KUV100 K8 D 5 STR,Diesel,52000,3.8
2017  Mahindra KUV100 K8 D 6 STR,Diesel,75755,4.95
2017  Mahindra KUV100 K8 D 6 STR,Diesel,84000,5
2017  Mahindra KUV100 K8 D 6 STR Dual Tone,Diesel,25000,5.9
2017  Mahindra KUV100 NXT K2 6 STR,Petrol,20763,3.69
2017  Mahindra KUV100 NXT K2 6 STR,Petrol,96000,2.75
2017  Mahindra KUV100 NXT K2 6 STR,Petrol,30000,4
2017  Mahindra KUV100 NXT K2 6 STR,Petrol,36000,4.25
2017  Mahindra KUV100 NXT K2 6 STR,Petrol,30000,4.21
2017  Mahindra KUV100 NXT K4 Plus 6 STR,Petrol,70000,4.5
2017  Mahindra KUV100 NXT K4 Plus 6 STR [2017-2020],Petrol,40182,4.34
2017  Mahindra KUV100 NXT K4 Plus 6 STR [2017-2020],Petrol,20763,3.53
2017  Mahindra KUV100 NXT K4 Plus 6 STR [2017-2020],Petrol,40182,4.28
2017  Mahindra KUV100 NXT K4 Plus D 6 STR,Diesel,85000,4
2017  Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],Petrol,16000,4
2017  Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],Petrol,20718,5
2017  Mahindra KUV100 NXT K8 6 STR [2017-2020],Petrol,35494,4.4
2017  Mahindra KUV100 NXT K8 6 STR [2017-2020],Petrol,52000,5.5
2017  Mahindra KUV100 NXT K8 6 STR [2017-2020],Petrol,65000,5.25
2017  Mahindra KUV100 NXT K8 6 STR [2017-2020],Petrol,13000,5.51
2017  Mahindra KUV100 NXT K8 D 5 STR,Diesel,55000,4
2017  Mahindra KUV100 NXT K8 D 6 STR,Diesel,41000,3.99
2017  Mahindra KUV100 NXT K8 D 6 STR,Diesel,125000,4
2017  Mahindra KUV100 NXT K8 D 6 STR Dual Tone,Diesel,34728,4.1
2017  Mahindra NuvoSport N6,Diesel,184200,5
2017  Mahindra NuvoSport N8,Diesel,91500,8.5
2017  Mahindra NuvoSport N8,Diesel,36182,7.83
2017  Mahindra Scorpio 2021 S11 2WD 7 STR,Diesel,66500,11.25
2017  Mahindra Scorpio 2021 S11 2WD 7 STR,Diesel,72000,14.9
2017  Mahindra Scorpio 2021 S11 2WD 7 STR,Diesel,86758,12.9
2017  Mahindra Scorpio 2021 S11 2WD 7 STR,Diesel,75000,15
2017  Mahindra Scorpio S10 1.99 [2016-2017],Diesel,96000,13.5
2017  Mahindra Scorpio S10 1.99 [2016-2017],Diesel,60000,12.5
2017  Mahindra Scorpio S10 1.99 [2016-2017],Diesel,68000,12.75
2017  Mahindra Scorpio S10 1.99 Intelli-Hybrid,Diesel,130000,11.25
2017  Mahindra Scorpio S10 1.99 Intelli-Hybrid,Diesel,127000,13
2017  Mahindra Scorpio S10 1.99 Intelli-Hybrid,Diesel,76000,12.3
2017  Mahindra Scorpio S10 1.99 Intelli-Hybrid,Diesel,72000,12.4
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,96000,10.5
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,83000,13
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,88000,11.5
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,42296,12.49
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,54000,11.75
2017  Mahindra Scorpio S10 2WD Intelli-Hybrid,Diesel,78000,11.4
2017  Mahindra Scorpio S10 4WD 1.99 Intelli-Hybrid,Diesel,58913,11.72
2017  Mahindra Scorpio S6 Plus 1.99 [2016-2017],Diesel,52000,10.5
2017  Mahindra Scorpio S6 Plus 1.99 Intelli-Hybrid,Diesel,70000,8.95
2017  Mahindra Scorpio S6 Plus Intelli-Hybrid,Diesel,58727,9.5
2017  Mahindra Scorpio S6 Plus Intelli-Hybrid,Diesel,52123,10.5
2017  Mahindra Scorpio S6 Plus Intelli-Hybrid,Diesel,39476,10.02
2017  Mahindra Scorpio S6 Plus Intelli-Hybrid,Diesel,72000,8.5
2017  Mahindra Scorpio S8 1.99 [2016-2017],Diesel,71000,10.9
2017  Mahindra Scorpio S8 Intelli-Hybrid,Diesel,65700,9.25
2017  Mahindra Thar CRDe 4x4 AC,Diesel,14415,6.95
2017  Mahindra Thar CRDe 4x4 Non AC,Diesel,14415,7.11
2017  Mahindra TUV300 T10,Diesel,44600,7.95
2017  Mahindra TUV300 T10,Diesel,57820,6.69
2017  Mahindra TUV300 T10,Diesel,82000,8.5
2017  Mahindra TUV300 T10,Diesel,69000,8.5
2017  Mahindra TUV300 T10 AMT,Diesel,46200,7.39
2017  Mahindra TUV300 T4,Diesel,43000,5.9
2017  Mahindra TUV300 T4,Diesel,28549,5.55
2017  Mahindra TUV300 T4 Plus,Diesel,100000,5.5
2017  Mahindra TUV300 T6,Diesel,76310,6.74
2017  Mahindra TUV300 T6,Diesel,44000,6
2017  Mahindra TUV300 T6,Diesel,26763,6.34
2017  Mahindra TUV300 T6,Diesel,26586,6.43
2017  Mahindra TUV300 T6,Diesel,44000,6
2017  Mahindra TUV300 T6,Diesel,41500,6
2017  Mahindra TUV300 T6,Diesel,54615,7
2017  Mahindra TUV300 T6,Diesel,160000,5.94
2017  Mahindra TUV300 T6 Plus,Diesel,85000,7.25
2017  Mahindra TUV300 T6 Plus,Diesel,95000,6.75
2017  Mahindra TUV300 T6 Plus,Diesel,74661,7
2017  Mahindra TUV300 T6 Plus,Diesel,69000,5.9
2017  Mahindra TUV300 T6 Plus,Diesel,82443,5.54
2017  Mahindra TUV300 T6 Plus,Diesel,79000,6.85
2017  Mahindra TUV300 T6 Plus AMT,Diesel,31210,5.66
2017  Mahindra TUV300 T8,Diesel,57517,7.1
2017  Mahindra TUV300 T8,Diesel,80621,7.08
2017  Mahindra TUV300 T8,Diesel,80554,7.13
2017  Mahindra TUV300 T8,Diesel,11547,7.15
2017  Mahindra TUV300 T8,Diesel,50437,6.99
2017  Mahindra TUV300 T8,Diesel,32549,6.23
2017  Mahindra TUV300 T8,Diesel,40279,7
2017  Mahindra TUV300 T8,Diesel,83316,5.83
2017  Mahindra TUV300 T8,Diesel,83316,5.83
2017  Mahindra TUV300 T8,Diesel,10597,6.9
2017  Mahindra TUV300 T8,Diesel,69846,7.45
2017  Mahindra TUV300 T8,Diesel,71000,7.75
2017  Mahindra TUV300 T8,Diesel,57484,8.9
2017  Mahindra TUV300 T8,Diesel,65000,6.75
2017  Mahindra TUV300 T8,Diesel,49600,6.4
2017  Mahindra TUV300 T8,Diesel,37000,8
2017  Mahindra TUV300 T8,Diesel,72000,6
2017  Mahindra TUV300 T8,Diesel,73000,5.5
2017  Mahindra TUV300 T8,Diesel,72190,7.5
2017  Mahindra TUV300 T8,Diesel,27000,6.9
2017  Mahindra TUV300 T8,Diesel,68952,5.9
2017  Mahindra TUV300 T8,Diesel,55000,5.7
2017  Mahindra TUV300 T8,Diesel,71000,7.7
2017  Mahindra TUV300 T8,Diesel,92000,8.5
2017  Mahindra TUV300 T8,Diesel,85000,7.9
2017  Mahindra TUV300 T8,Diesel,99906,5.67
2017  Mahindra TUV300 T8,Diesel,99561,6.28
2017  Mahindra TUV300 T8,Diesel,33000,8.25
2017  Mahindra TUV300 T8,Diesel,250000,5.82
2017  Mahindra TUV300 T8,Diesel,91000,6.5
2017  Mahindra TUV300 T8,Diesel,20000,8
2017  Mahindra TUV300 T8,Diesel,20000,8
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,43657,7.02
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,43657,7.02
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,28692,6.66
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,61088,6.44
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,65000,8.3
2017  Mahindra TUV300 T8 AMT mHAWK100,Diesel,68000,8
2017  Mahindra TUV300 T8 mHAWK100,Diesel,40718,7.5
2017  Mahindra TUV300 T8 mHAWK100,Diesel,85000,7.75
2017  Mahindra TUV300 T8 mHAWK100,Diesel,68000,8.5
2017  Mahindra TUV300 T8 mHAWK100,Diesel,37000,8.33
2017  Mahindra TUV300 T8 mHAWK100,Diesel,49000,7.9
2017  Mahindra TUV300 T8 mHAWK100,Diesel,72000,8.6
2017  Mahindra TUV300 T8 mHAWK100,Diesel,35700,6.5
2017  Mahindra TUV300 T8 mHAWK100,Diesel,36000,8
2017  Mahindra TUV300 T8 mHAWK100 Dual Tone,Diesel,74600,6.15
2017  Mahindra TUV300 T8 mHAWK100 Dual Tone,Diesel,56851,6.71
2017  Mahindra Verito 1.5 D4 BS-IV,Diesel,145000,6
2017  Mahindra Verito 1.5 D4 BS-IV,Diesel,145000,6
2017  Mahindra XUV500 W10,Diesel,78145,9.65
2017  Mahindra XUV500 W10,Diesel,55145,12.78
2017  Mahindra XUV500 W10,Diesel,32555,11.5
2017  Mahindra XUV500 W10,Diesel,36250,10.5
2017  Mahindra XUV500 W10,Diesel,64057,9.71
2017  Mahindra XUV500 W10,Diesel,100167,11.5
2017  Mahindra XUV500 W10,Diesel,35180,15.89
2017  Mahindra XUV500 W10,Diesel,63895,9.9
2017  Mahindra XUV500 W10,Diesel,63306,10.35
2017  Mahindra XUV500 W10 AT,Diesel,25600,16.62
2017  Mahindra XUV500 W10 AT,Diesel,68611,14.53
2017  Mahindra XUV500 W10 AT,Diesel,98513,13.92
2017  Mahindra XUV500 W10 AT,Diesel,68611,14.41
2017  Mahindra XUV500 W10 AT,Diesel,41000,12.25
2017  Mahindra XUV500 W10 AWD,Diesel,49000,11.45
2017  Mahindra XUV500 W10 AWD,Diesel,65000,12.25
2017  Mahindra XUV500 W10 AWD,Diesel,25506,17.59
2017  Mahindra XUV500 W10 AWD,Diesel,49925,12.81
2017  Mahindra XUV500 W10 AWD,Diesel,105000,9.9
2017  Mahindra XUV500 W6,Diesel,77216,12.25
2017  Mahindra XUV500 W6,Diesel,50417,10.9
2017  Mahindra XUV500 W6,Diesel,60279,11.8
2017  Mahindra XUV500 W6 1.99,Diesel,58000,8
2017  Mahindra XUV500 W6 1.99,Diesel,58000,8
2017  Mahindra XUV500 W6 2013,Diesel,35134,12.33
2017  Mahindra XUV500 W6 2013,Diesel,36087,12.71
2017  Mahindra XUV500 W6 2013,Diesel,43506,11.92
2017  Mahindra XUV500 W6 2013,Diesel,60539,10.84
2017  Mahindra XUV500 W6 2013,Diesel,77140,12.3
2017  Mahindra XUV500 W6 AT,Diesel,48432,13
2017  Mahindra XUV500 W6 AT,Diesel,62000,10.75
2017  Mahindra XUV500 W6 AT,Diesel,89000,8.35
2017  Mahindra Xylo D4 BS-III,Diesel,130000,4.3
2017  Mahindra Xylo D4 BS-IV,Diesel,135000,6.2
2017  Mahindra Xylo D4 BS-IV,Diesel,55000,7.5
2017  Mahindra Xylo D4 BS-IV,Diesel,117000,7.35
2017  Mahindra Xylo D4 BS-IV,Diesel,89000,7.2
2017  Mahindra Xylo D4 BS-IV,Diesel,70000,4.8
2017  Mahindra Xylo H4 BS IV,Diesel,105227,4.5
2017  Mahindra Xylo H8 ABS BS IV,Diesel,77500,6.75
2017  Maruti Suzuki 1000 Std,Petrol,65000,3.5
2017  Maruti Suzuki 800 AC,Petrol,39000,1.6
2017  Maruti Suzuki Alto 800 Lxi,Petrol,33903,3.4
2017  Maruti Suzuki Alto 800 Lxi,Petrol,40564,2.85
2017  Maruti Suzuki Alto 800 Lxi,Petrol,19000,2.9
2017  Maruti Suzuki Alto 800 Lxi,Petrol,25811,3.45
2017  Maruti Suzuki Alto 800 Lxi,Petrol,54875,3.16
2017  Maruti Suzuki Alto 800 Lxi,Petrol,54791,4.06
2017  Maruti Suzuki Alto 800 Lxi,Petrol,18807,2.8
2017  Maruti Suzuki Alto 800 Lxi,Petrol,48750,3.04
2017  Maruti Suzuki Alto 800 Lxi,Petrol,15729,3.17
2017  Maruti Suzuki Alto 800 Lxi,Petrol,35114,2.82
2017  Maruti Suzuki Alto 800 Lxi,Petrol,48750,3.04
2017  Maruti Suzuki Alto 800 Lxi,Petrol,54105,2.85
2017  Maruti Suzuki Alto 800 Lxi,Petrol,25820,3.45
2017  Maruti Suzuki Alto 800 Lxi,Petrol,38231,3.04
2017  Maruti Suzuki Alto 800 Lxi,Petrol,37367,3.11
2017  Maruti Suzuki Alto 800 LXi (O),Petrol,66284,3.01
2017  Maruti Suzuki Alto 800 Lxi CNG,CNG,36427,3.65
2017  Maruti Suzuki Alto 800 Vxi,Petrol,56000,3
2017  Maruti Suzuki Alto 800 Vxi,Petrol,19209,3.5
2017  Maruti Suzuki Alto 800 Vxi,Petrol,36912,3.07
2017  Maruti Suzuki Alto 800 Vxi,Petrol,56231,3.39
2017  Maruti Suzuki Alto 800 Vxi,Petrol,80419,3.2
2017  Maruti Suzuki Alto 800 Vxi,Petrol,18143,3.37
2017  Maruti Suzuki Alto 800 Vxi,Petrol,15529,2.98
2017  Maruti Suzuki Alto 800 Vxi,Petrol,97648,2.75
2017  Maruti Suzuki Alto 800 Vxi,Petrol,56000,3
2017  Maruti Suzuki Alto 800 Vxi,Petrol,21729,2.91
2017  Maruti Suzuki Alto 800 Vxi,Petrol,32531,2.98
2017  Maruti Suzuki Alto 800 VXi (O),Petrol,44052,3.25
2017  Maruti Suzuki Alto 800 VXi (O),Petrol,11837,3.08
2017  Maruti Suzuki Alto 800 VXi (O),Petrol,11837,3.08
2017  Maruti Suzuki Alto 800 VXi (O),Petrol,11773,3.13
2017  Maruti Suzuki Alto K10 LXi [2014-2019],Petrol,107000,3.8
2017  Maruti Suzuki Alto K10 LXi [2014-2019],Petrol,67985,3.5
2017  Maruti Suzuki Alto K10 LXi CNG [2014-2018],CNG,81237,3.25
2017  Maruti Suzuki Alto K10 VXi (O) [2014-2019],Petrol,26249,4.1
2017  Maruti Suzuki Alto K10 VXi (O) [2014-2019],Petrol,40845,4.01
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,51290,3.92
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,22526,4.01
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,42427,3.54
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,23193,3.7
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,56419,3.63
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,58726,3.87
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,52127,3.27
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,36326,3.43
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,22714,3.43
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,41855,3.5
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,30514,3.24
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,30448,3.56
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,14293,3.48
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,14293,3.48
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,16297,4.11
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,50768,4.01
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,58182,3.74
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,42427,3.23
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,58182,3.99
2017  Maruti Suzuki Alto K10 VXi [2014-2019],Petrol,30448,3.29
2017  Maruti Suzuki Alto K10 VXi AMT [2014-2018],Petrol,40903,3.88
2017  Maruti Suzuki Alto K10 VXi AMT [2014-2018],Petrol,52000,4
2017  Maruti Suzuki Alto K10 VXi AMT [2014-2018],Petrol,33181,4.23
2017  Maruti Suzuki Alto K10 VXi AMT [2014-2018],Petrol,13931,3.61
2017  Maruti Suzuki Alto K10 VXi AMT [2014-2018],Petrol,21210,3.87
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,30000,7.75
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,51006,6.56
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,59549,6.56
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,27869,6.34
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,33684,6.75
2017  Maruti Suzuki Baleno Alpha 1.2,Petrol,44903,6.34
2017  Maruti Suzuki Baleno Alpha 1.2 AT,Petrol,65580,6.99
2017  Maruti Suzuki Baleno Alpha 1.2 AT,Petrol,65580,7.29
2017  Maruti Suzuki Baleno Alpha 1.2 AT,Petrol,51588,5.84
2017  Maruti Suzuki Baleno Alpha 1.3,Diesel,57216,7.99
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,35000,5.5
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,51421,5.75
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,33631,6.19
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,62189,5.72
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,52120,5.59
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,24251,5.96
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,19538,6.03
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,23208,5.76
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,33404,6.36
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,40935,5.37
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,23052,7
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,56000,6.1
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,52000,6.1
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,64492,5.65
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,26000,5.25
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,38000,5.8
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,38000,5.8
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,50000,5.75
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,17481,6.7
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,55819,6.17
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,66052,6.22
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,20808,6.13
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,48484,5.62
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,46727,5.8
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,36000,5.65
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,27000,5.75
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,49675,5.9
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,35565,5.05
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,51811,5.62
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,64819,5.85
2017  Maruti Suzuki Baleno Delta 1.2,Petrol,67903,5.56
2017  Maruti Suzuki Baleno Delta 1.3,Diesel,78000,7.29
2017  Maruti Suzuki Baleno Delta 1.3,Diesel,40000,5.5
2017  Maruti Suzuki Baleno RS 1.0,Petrol,57474,6.65
2017  Maruti Suzuki Baleno RS 1.0,Petrol,28360,6.15
2017  Maruti Suzuki Baleno RS 1.0,Petrol,28453,6.15
2017  Maruti Suzuki Baleno RS 1.0,Petrol,64481,6.8
2017  Maruti Suzuki Baleno Sigma 1.2,Petrol,61512,5.45
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,39990,7.25
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,36135,6.25
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,33594,6.25
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,43377,7.07
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,41794,6.8
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,53910,6.45
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,57000,6.4
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,22390,7.16
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,49000,6.3
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,76863,5.26
2017  Maruti Suzuki Baleno Zeta 1.2,Petrol,53839,5.77
2017  Maruti Suzuki Baleno Zeta 1.2 AT,Petrol,40161,6.75
2017  Maruti Suzuki Baleno Zeta 1.2 AT,Petrol,48468,7.75
2017  Maruti Suzuki Baleno Zeta 1.2 AT,Petrol,26094,6.5
2017  Maruti Suzuki Baleno Zeta 1.2 AT,Petrol,35616,7
2017  Maruti Suzuki Baleno Zeta 1.2 AT,Petrol,57000,6.95
2017  Maruti Suzuki Celerio LXi AMT ABS,Petrol,50354,4.75
2017  Maruti Suzuki Celerio LXi AMT ABS,Petrol,53648,4.36
